genes troughs peaks
AT1G50570 ZT0 ZT16
AT1G50490 ZT4 ZT12
AT1G50600 ZT12 ZT0
AT1G50630 ZT12 ZT20
AT1G50430 ZT4 ZT16
AT1G50420 ZT8 ZT12
AT1G50575 ZT0 ZT12
AT1G11350 ZT4 ZT16
AT1G50590 ZT12 ZT0
AT1G80760 ZT16 ZT0
AT1G80770 ZT0 ZT8
AT1G80780 ZT12 ZT0
unknown_1621 ZT12 ZT20
AT1G80690 ZT8 ZT20
AT1G80830 ZT8 ZT0
AT1G80670 ZT8 ZT16
AT1G80950 ZT0 ZT8
AT1G80720 ZT0 ZT12
AT1G80820 ZT12 ZT4
AT1G80920 ZT12 ZT0
unknown_1622 ZT4 ZT12
AT1G65070 ZT4 ZT20
AT1G65080 ZT20 ZT12
AT1G65060 ZT8 ZT12
AT1G65860 ZT16 ZT4
AT1G65870 ZT8 ZT0
AT1G65980 ZT0 ZT12
AT1G65930 ZT8 ZT0
AT1G65900 ZT0 ZT12
AT1G22540 ZT0 ZT8
AT1G22530 ZT4 ZT16
AT1G22430 ZT12 ZT20
AT1G22410 ZT0 ZT12
AT1G22400 ZT8 ZT0
AT1G64650 ZT0 ZT8
AT1G64530 ZT12 ZT0
AT1G64680 ZT8 ZT20
AT1G64670 ZT12 ZT0
AT1G64490 ZT8 ZT0
AT1G64430 ZT8 ZT20
AT1G64510 ZT8 ZT0
AT1G64660 ZT16 ZT4
AT1G64500 ZT8 ZT0
AT1G64600 ZT0 ZT12
AT1G64610 ZT4 ZT20
AT1G37130 ZT8 ZT0
AT1G33811 ZT8 ZT0
AT1G33780 ZT0 ZT16
unknown_1638 ZT0 ZT12
AT1G33700 ZT12 ZT0
AT1G33680 ZT8 ZT0
AT1G64460 ZT0 ZT12
unknown_1644 ZT12 ZT0
unknown_1648 ZT16 ZT0
AT1G35510 ZT8 ZT0
AT1G35670 ZT12 ZT0
AT1G35515 ZT20 ZT8
AT1G35560 ZT8 ZT0
AT1G35580 ZT12 ZT0
AT1G80180 ZT8 ZT0
AT1G80130 ZT16 ZT0
unknown_1659 ZT20 ZT12
AT1G80170 ZT0 ZT8
AT1G56070 ZT0 ZT4
AT1G56180 ZT8 ZT0
AT1G59510 ZT0 ZT8
AT1G59580 ZT4 ZT16
AT1G59600 ZT20 ZT8
unknown_1661 ZT4 ZT12
AT1G56050 ZT20 ZT12
unknown_1662 ZT12 ZT0
AT1G56150 ZT4 ZT16
AT1G56110 ZT0 ZT4
AT1G56090 ZT4 ZT16
AT1G55990 ZT12 ZT4
unknown_1663 ZT0 ZT12
AT1G02970 ZT0 ZT12
AT1G02750 ZT8 ZT0
AT1G02730 ZT20 ZT8
AT1G02840 ZT8 ZT0
AT1G02870 ZT20 ZT8
AT1G02820 ZT12 ZT4
AT1G02860 ZT4 ZT0
AT1G02816 ZT8 ZT0
unknown_1665 ZT0 ZT16
AT1G59620 ZT4 ZT12
AT1G52550 ZT8 ZT0
AT1G52690 ZT16 ZT4
AT1G78000 ZT8 ZT20
AT1G77990 ZT8 ZT16
AT1G77920 ZT0 ZT12
AT1G52640 ZT20 ZT12
unknown_1668 ZT0 ZT12
unknown_1669 ZT4 ZT0
AT1G52540 ZT8 ZT0
AT1G52720 ZT4 ZT12
AT1G52590 ZT8 ZT16
AT1G78020 ZT8 ZT12
AT1G78070 ZT16 ZT8
AT1G75020 ZT8 ZT16
AT1G74840 ZT12 ZT0
AT1G74730 ZT16 ZT4
AT1G74860 ZT8 ZT16
AT1G74940 ZT0 ZT16
AT1G74920 ZT4 ZT20
AT1G74910 ZT8 ZT0
AT1G74880 ZT8 ZT0
AT1G74710 ZT16 ZT4
AT1G77810 ZT0 ZT12
AT1G78010 ZT4 ZT16
AT1G78030 ZT8 ZT20
unknown_1673 ZT0 ZT16
AT1G77930 ZT16 ZT0
AT1G77870 ZT12 ZT4
AT2G01060 ZT4 ZT12
AT2G01080 ZT4 ZT16
AT2G01090 ZT8 ZT0
AT1G74850 ZT16 ZT8
AT1G74890 ZT8 ZT0
AT1G74790 ZT12 ZT4
AT1G74780 ZT4 ZT0
AT1G74740 ZT12 ZT0
AT1G75010 ZT0 ZT8
AT1G74700 ZT20 ZT12
AT1G74680 ZT0 ZT8
unknown_1674 ZT0 ZT8
AT1G68600 ZT0 ZT12
AT1G48350 ZT4 ZT20
AT1G48330 ZT0 ZT8
AT1G48320 ZT8 ZT16
AT1G48300 ZT8 ZT20
AT1G48360 ZT20 ZT8
AT1G48260 ZT16 ZT0
AT1G48240 ZT16 ZT0
AT1G48410 ZT12 ZT0
AT1G48420 ZT4 ZT20
AT1G48370 ZT0 ZT12
unknown_1677 ZT4 ZT8
AT1G53920 ZT0 ZT12
AT1G53850 ZT0 ZT16
unknown_1679 ZT16 ZT4
AT1G70850 ZT0 ZT12
unknown_1680 ZT4 ZT16
AT1G70940 ZT8 ZT0
AT1G42470 ZT12 ZT4
unknown_1685 ZT4 ZT16
AT1G42440 ZT20 ZT4
AT1G68710 ZT0 ZT12
AT1G68650 ZT20 ZT8
AT1G68570 ZT8 ZT0
AT1G68590 ZT4 ZT16
AT1G68670 ZT8 ZT0
AT1G68585 ZT4 ZT12
AT1G68660 ZT8 ZT20
AT1G70760 ZT8 ZT20
AT1G70770 ZT0 ZT12
AT1G70985 ZT12 ZT0
AT1G27630 ZT0 ZT8
AT1G27600 ZT16 ZT8
AT1G27520 ZT4 ZT20
AT1G70890 ZT0 ZT12
AT1G70820 ZT0 ZT8
AT1G70900 ZT8 ZT20
AT1G70810 ZT0 ZT8
AT2G48120 ZT0 ZT12
AT1G64190 ZT0 ZT4
AT1G64170 ZT0 ZT8
AT1G64185 ZT4 ZT12
AT1G64230 ZT12 ZT0
AT1G63980 ZT12 ZT0
AT1G72820 ZT12 ZT0
AT1G72890 ZT8 ZT0
AT1G73010 ZT0 ZT12
AT1G73130 ZT4 ZT20
unknown_1695 ZT0 ZT12
AT1G72970 ZT8 ZT4
AT1G73110 ZT8 ZT20
AT1G72810 ZT0 ZT12
AT1G72900 ZT0 ZT16
AT1G72940 ZT8 ZT0
AT1G49320 ZT12 ZT0
AT1G49540 ZT0 ZT8
AT1G49470 ZT8 ZT4
AT1G49500 ZT12 ZT0
AT1G49480 ZT4 ZT0
AT1G49300 ZT4 ZT16
AT1G49410 ZT0 ZT12
AT1G34630 ZT12 ZT0
AT1G34750 ZT0 ZT12
AT1G34760 ZT12 ZT4
AT1G49430 ZT16 ZT4
AT1G50320 ZT8 ZT20
AT1G50290 ZT8 ZT0
AT1G47530 ZT8 ZT0
AT1G47710 ZT0 ZT8
AT1G49450 ZT20 ZT4
AT1G11320 ZT16 ZT8
AT1G11130 ZT4 ZT12
AT1G11210 ZT0 ZT8
AT1G11190 ZT16 ZT4
AT1G11310 ZT4 ZT12
AT1G11260 ZT4 ZT0
AT1G50270 ZT0 ZT8
AT1G50180 ZT12 ZT0
AT1G50250 ZT12 ZT0
AT1G11170 ZT0 ZT8
AT1G17080 ZT4 ZT16
AT1G21730 ZT0 ZT8
AT1G21830 ZT12 ZT0
AT1G21650 ZT4 ZT16
AT1G21630 ZT12 ZT4
AT1G21660 ZT16 ZT0
AT1G21780 ZT4 ZT0
AT1G21710 ZT4 ZT0
AT1G21770 ZT4 ZT0
AT1G21760 ZT12 ZT0
AT1G21690 ZT0 ZT12
AT1G21600 ZT4 ZT12
AT1G21670 ZT0 ZT8
AT1G21750 ZT0 ZT12
AT1G21680 ZT4 ZT8
AT1G21640 ZT12 ZT4
AT1G11330 ZT4 ZT12
AT1G11290 ZT4 ZT16
AT1G34190 ZT8 ZT16
AT1G17190 ZT0 ZT8
AT1G17160 ZT4 ZT0
AT1G17120 ZT12 ZT0
AT1G17060 ZT8 ZT20
AT1G17050 ZT8 ZT4
AT1G17210 ZT8 ZT0
AT1G17090 ZT4 ZT20
AT1G17100 ZT8 ZT12
AT1G17200 ZT12 ZT0
AT1G15420 ZT20 ZT8
AT1G31310 ZT8 ZT20
AT1G31350 ZT8 ZT0
AT1G31330 ZT16 ZT8
AT1G31300 ZT8 ZT0
AT1G34340 ZT0 ZT8
AT1G34220 ZT0 ZT8
AT1G34210 ZT8 ZT0
AT1G34300 ZT4 ZT0
AT1G15230 ZT8 ZT20
AT1G15290 ZT16 ZT4
AT1G15410 ZT8 ZT20
AT1G15440 ZT20 ZT8
AT1G15480 ZT0 ZT8
AT1G15490 ZT4 ZT16
AT1G15130 ZT4 ZT16
AT1G15100 ZT8 ZT12
AT1G15400 ZT4 ZT0
AT1G15120 ZT4 ZT16
AT1G15250 ZT20 ZT8
AT1G15470 ZT0 ZT12
AT1G15310 ZT16 ZT8
AT1G15060 ZT16 ZT4
AT1G13990 ZT0 ZT8
AT1G13930 ZT0 ZT8
AT1G14060 ZT0 ZT8
AT1G14150 ZT8 ZT20
AT1G13960 ZT12 ZT0
AT1G13980 ZT12 ZT0
AT1G06470 ZT0 ZT8
AT1G06430 ZT16 ZT4
AT1G06460 ZT0 ZT8
AT1G06680 ZT16 ZT8
AT1G06570 ZT16 ZT0
AT1G62730 ZT4 ZT12
AT1G62710 ZT16 ZT4
AT1G62800 ZT16 ZT4
AT1G14040 ZT4 ZT8
unknown_1717 ZT0 ZT12
AT1G14180 ZT20 ZT8
AT1G14000 ZT0 ZT12
AT1G13940 ZT12 ZT4
AT1G13970 ZT16 ZT4
AT1G62810 ZT12 ZT20
AT1G76040 ZT0 ZT12
AT1G75860 ZT0 ZT8
AT1G75810 ZT8 ZT0
AT1G75900 ZT0 ZT8
AT1G76010 ZT8 ZT0
AT1G62740 ZT0 ZT4
AT1G62790 ZT0 ZT16
AT1G16530 ZT12 ZT0
AT1G16260 ZT4 ZT0
AT1G16280 ZT20 ZT8
AT1G16240 ZT4 ZT0
AT1G16520 ZT8 ZT12
AT1G16470 ZT0 ZT12
unknown_1724 ZT16 ZT8
AT1G43620 ZT0 ZT8
AT1G75800 ZT4 ZT16
AT1G75840 ZT4 ZT0
AT1G16390 ZT12 ZT0
unknown_1729 ZT4 ZT16
AT1G28530 ZT20 ZT8
AT1G28600 ZT0 ZT12
AT1G28610 ZT0 ZT4
AT1G28580 ZT4 ZT20
AT1G16350 ZT0 ZT8
AT1G10780 ZT0 ZT8
AT1G10770 ZT20 ZT8
AT1G13160 ZT20 ZT4
AT1G12990 ZT20 ZT8
AT1G13180 ZT0 ZT8
AT1G13190 ZT12 ZT20
AT1G13210 ZT4 ZT12
AT1G13000 ZT0 ZT8
AT1G13050 ZT0 ZT16
unknown_1731 ZT0 ZT16
AT1G13195 ZT8 ZT0
AT1G10760 ZT0 ZT8
AT1G10740 ZT8 ZT0
AT1G10690 ZT8 ZT0
AT1G20840 ZT4 ZT16
AT1G21010 ZT16 ZT0
AT1G20930 ZT0 ZT8
AT1G21000 ZT8 ZT0
AT1G20950 ZT0 ZT4
AT1G11680 ZT12 ZT0
AT1G11790 ZT0 ZT12
AT1G13080 ZT12 ZT0
AT1G14700 ZT16 ZT0
unknown_1733 ZT0 ZT12
AT1G14960 ZT20 ZT4
AT1G14810 ZT0 ZT8
AT1G14720 ZT4 ZT20
AT1G14740 ZT4 ZT0
AT1G14910 ZT0 ZT8
AT1G64710 ZT0 ZT8
AT1G64700 ZT8 ZT12
AT1G64970 ZT16 ZT4
AT1G64850 ZT20 ZT4
AT1G64860 ZT12 ZT0
AT1G64880 ZT0 ZT8
AT1G64890 ZT0 ZT8
AT1G64900 ZT16 ZT4
AT1G64780 ZT8 ZT4
AT1G64720 ZT12 ZT0
AT1G64740 ZT8 ZT0
AT1G14790 ZT0 ZT12
AT1G79460 ZT0 ZT8
AT1G79440 ZT4 ZT12
AT1G59840 ZT0 ZT12
AT1G59870 ZT4 ZT8
AT1G59930 ZT12 ZT4
AT1G59710 ZT4 ZT16
AT1G59740 ZT16 ZT4
AT1G59960 ZT4 ZT16
AT1G59750 ZT12 ZT0
AT1G59700 ZT8 ZT0
AT1G79380 ZT8 ZT16
AT1G79430 ZT8 ZT20
AT1G79420 ZT4 ZT0
AT1G75660 ZT12 ZT0
unknown_1738 ZT0 ZT8
AT1G65760 ZT20 ZT12
AT1G65700 ZT4 ZT8
AT1G65840 ZT0 ZT12
AT1G79560 ZT0 ZT16
AT1G79520 ZT8 ZT4
AT1G79450 ZT20 ZT12
AT1G79470 ZT20 ZT8
AT1G79550 ZT0 ZT12
AT1G79390 ZT20 ZT12
AT1G75750 ZT12 ZT16
AT1G75510 ZT0 ZT12
AT1G75500 ZT8 ZT0
AT1G75770 ZT4 ZT0
AT1G75670 ZT20 ZT8
AT1G54500 ZT4 ZT20
AT1G54520 ZT0 ZT12
AT1G54270 ZT20 ZT4
AT1G54410 ZT0 ZT8
AT1G75760 ZT4 ZT0
AT1G75730 ZT0 ZT16
AT1G75710 ZT0 ZT12
AT1G75690 ZT12 ZT0
AT1G75780 ZT0 ZT8
AT1G75680 ZT0 ZT4
AT1G23290 ZT0 ZT8
AT1G23390 ZT12 ZT0
AT1G23310 ZT12 ZT20
AT1G54350 ZT8 ZT20
AT1G54200 ZT8 ZT0
AT1G54450 ZT8 ZT16
AT1G54370 ZT4 ZT20
unknown_1745 ZT8 ZT0
AT1G23400 ZT0 ZT8
AT1G23410 ZT20 ZT4
AT2G17620 ZT20 ZT8
AT1G23870 ZT12 ZT0
AT1G23880 ZT12 ZT20
AT1G23960 ZT4 ZT0
AT1G24030 ZT12 ZT20
AT1G24050 ZT4 ZT0
AT1G24020 ZT0 ZT12
AT1G23860 ZT8 ZT0
AT2G17630 ZT0 ZT8
unknown_1750 ZT12 ZT0
unknown_1758 ZT8 ZT0
AT2G18170 ZT0 ZT8
AT2G17550 ZT12 ZT0
AT2G17500 ZT8 ZT16
AT2G17560 ZT0 ZT8
AT2G17570 ZT4 ZT0
AT2G17510 ZT8 ZT20
AT2G27190 ZT4 ZT8
unknown_1766 ZT12 ZT20
AT2G16060 ZT8 ZT16
unknown_1768 ZT8 ZT0
AT2G05120 ZT20 ZT8
AT2G05160 ZT4 ZT16
AT1G65220 ZT4 ZT0
unknown_1770 ZT4 ZT12
AT1G03150 ZT20 ZT4
AT1G03130 ZT16 ZT4
AT1G03055 ZT8 ZT0
unknown_1771 ZT12 ZT0
AT1G03090 ZT12 ZT0
AT1G03110 ZT20 ZT4
AT1G78530 ZT12 ZT0
AT1G78510 ZT8 ZT0
AT1G78480 ZT4 ZT16
AT1G78610 ZT20 ZT12
AT1G78600 ZT0 ZT8
AT1G78620 ZT4 ZT12
AT1G78630 ZT4 ZT16
AT1G78450 ZT4 ZT16
AT1G03100 ZT0 ZT16
AT1G54070 ZT20 ZT4
AT1G54050 ZT16 ZT8
AT1G54110 ZT16 ZT4
AT1G54100 ZT20 ZT4
AT1G54130 ZT0 ZT4
AT1G54150 ZT4 ZT16
AT1G54040 ZT0 ZT12
AT1G05540 ZT8 ZT0
AT1G05710 ZT8 ZT16
AT1G05720 ZT4 ZT16
AT1G05570 ZT4 ZT16
AT1G05520 ZT0 ZT8
AT1G36050 ZT4 ZT0
AT1G36070 ZT4 ZT0
AT1G05600 ZT12 ZT0
AT1G05630 ZT0 ZT12
AT1G05500 ZT16 ZT4
AT1G10590 ZT4 ZT16
AT1G10550 ZT12 ZT0
AT1G10522 ZT0 ZT12
unknown_1778 ZT12 ZT0
AT1G30570 ZT4 ZT0
AT1G30600 ZT0 ZT12
AT1G30620 ZT0 ZT12
AT1G30640 ZT4 ZT16
AT1G30630 ZT0 ZT12
AT1G30690 ZT20 ZT4
AT1G10417 ZT0 ZT8
AT1G10470 ZT12 ZT20
AT1G10610 ZT12 ZT0
AT2G16500 ZT8 ZT0
AT2G31350 ZT8 ZT0
AT2G31480 ZT16 ZT4
AT2G31440 ZT12 ZT0
AT2G31360 ZT0 ZT8
AT2G31390 ZT0 ZT4
AT2G31410 ZT16 ZT4
AT2G31380 ZT16 ZT0
AT1G10490 ZT0 ZT4
AT2G38830 ZT12 ZT20
AT2G38820 ZT16 ZT0
AT2G11520 ZT0 ZT12
AT2G14170 ZT4 ZT12
AT2G36145 ZT0 ZT12
AT2G36130 ZT4 ZT0
AT2G36170 ZT20 ZT12
AT2G10920 ZT20 ZT8
AT2G38800 ZT12 ZT20
AT2G15310 ZT16 ZT4
AT2G15240 ZT12 ZT0
AT2G01930 ZT12 ZT0
AT2G05755 ZT0 ZT8
AT2G47160 ZT12 ZT0
AT2G47180 ZT16 ZT4
AT2G47170 ZT0 ZT4
AT2G04240 ZT0 ZT16
AT2G04280 ZT0 ZT8
AT2G15320 ZT8 ZT0
AT2G03890 ZT4 ZT0
unknown_1813 ZT16 ZT4
AT2G05710 ZT0 ZT12
AT2G13360 ZT8 ZT16
AT2G15230 ZT4 ZT0
AT2G03880 ZT0 ZT12
AT2G20550 ZT4 ZT20
AT2G20480 ZT4 ZT12
AT2G20490 ZT20 ZT8
AT2G20450 ZT20 ZT4
AT2G20515 ZT16 ZT8
unknown_1820 ZT0 ZT12
AT2G40140 ZT4 ZT16
AT2G40200 ZT8 ZT0
AT2G40150 ZT8 ZT0
unknown_1828 ZT20 ZT4
unknown_1830 ZT0 ZT8
AT2G04160 ZT4 ZT20
AT2G04039 ZT8 ZT0
AT2G28720 ZT0 ZT8
AT2G17250 ZT20 ZT8
AT2G17220 ZT4 ZT12
AT2G31530 ZT0 ZT4
AT2G31570 ZT16 ZT4
AT2G22240 ZT16 ZT4
AT2G28600 ZT20 ZT4
AT2G28660 ZT0 ZT8
AT2G28630 ZT12 ZT0
AT2G22190 ZT0 ZT8
AT2G31820 ZT8 ZT0
AT2G31810 ZT4 ZT0
AT2G31740 ZT0 ZT12
AT2G31730 ZT8 ZT16
AT2G31750 ZT12 ZT0
AT2G31725 ZT0 ZT8
AT2G31870 ZT0 ZT8
AT2G31790 ZT0 ZT4
AT2G31880 ZT4 ZT12
AT2G04032 ZT16 ZT4
AT2G04030 ZT0 ZT12
AT2G31850 ZT12 ZT20
AT2G31840 ZT0 ZT8
AT2G42620 ZT16 ZT0
AT2G42600 ZT8 ZT20
AT2G42520 ZT4 ZT8
AT2G42530 ZT0 ZT8
AT2G42570 ZT4 ZT16
AT2G42540 ZT0 ZT12
AT2G42580 ZT12 ZT0
unknown_1836 ZT4 ZT12
AT2G12400 ZT0 ZT8
AT2G21620 ZT0 ZT8
AT2G24830 ZT4 ZT20
AT2G24765 ZT4 ZT0
AT2G24820 ZT0 ZT12
unknown_1848 ZT4 ZT12
AT2G24970 ZT0 ZT12
AT2G24790 ZT12 ZT0
AT2G24850 ZT0 ZT12
AT2G24860 ZT8 ZT16
AT2G21590 ZT0 ZT8
AT2G21660 ZT4 ZT8
AT2G21650 ZT12 ZT0
AT2G16430 ZT0 ZT4
AT2G16365 ZT4 ZT8
AT2G16400 ZT4 ZT20
AT2G16380 ZT12 ZT20
unknown_1853 ZT20 ZT8
AT2G15390 ZT4 ZT16
AT2G27150 ZT0 ZT4
AT2G17150 ZT8 ZT20
AT2G16990 ZT16 ZT8
AT2G17020 ZT8 ZT16
AT2G17120 ZT0 ZT12
AT2G17130 ZT4 ZT16
AT2G17040 ZT0 ZT12
AT2G01820 ZT16 ZT4
AT2G01910 ZT12 ZT20
AT2G01860 ZT12 ZT0
AT2G01890 ZT16 ZT4
AT2G01870 ZT0 ZT8
AT2G01850 ZT12 ZT0
AT2G16390 ZT12 ZT20
AT2G16280 ZT12 ZT0
AT2G16270 ZT0 ZT8
AT2G16440 ZT20 ZT4
AT2G25250 ZT0 ZT8
AT2G04650 ZT0 ZT8
AT2G04700 ZT4 ZT12
AT2G04900 ZT4 ZT16
AT2G04795 ZT8 ZT0
AT2G04890 ZT4 ZT20
AT2G25310 ZT4 ZT0
AT2G25270 ZT4 ZT12
AT2G04740 ZT0 ZT12
AT2G04690 ZT8 ZT0
AT1G04310 ZT8 ZT0
AT1G04240 ZT12 ZT0
AT1G04250 ZT16 ZT4
AT1G04350 ZT8 ZT20
AT1G04400 ZT4 ZT20
AT2G04790 ZT8 ZT0
AT1G09340 ZT8 ZT20
AT1G59990 ZT0 ZT12
AT1G26930 ZT12 ZT0
AT1G26840 ZT0 ZT12
AT1G26910 ZT20 ZT4
AT1G26920 ZT12 ZT4
AT1G26820 ZT16 ZT8
AT1G26960 ZT8 ZT0
AT1G26880 ZT20 ZT12
AT1G26850 ZT0 ZT8
AT1G31200 ZT12 ZT16
unknown_1872 ZT20 ZT8
AT1G31220 ZT20 ZT12
AT1G31230 ZT0 ZT4
AT1G31120 ZT0 ZT12
AT1G31190 ZT0 ZT16
unknown_1874 ZT0 ZT8
AT1G09300 ZT0 ZT8
AT1G09320 ZT4 ZT8
AT1G09310 ZT0 ZT4
AT2G20630 ZT0 ZT12
AT2G20610 ZT16 ZT4
AT2G13560 ZT0 ZT12
AT2G13600 ZT0 ZT12
AT2G13650 ZT4 ZT16
AT1G60080 ZT20 ZT4
AT1G59980 ZT12 ZT0
unknown_1876 ZT20 ZT4
AT1G60010 ZT8 ZT0
AT1G60060 ZT12 ZT0
AT2G21320 ZT16 ZT0
unknown_1878 ZT4 ZT12
AT2G21430 ZT0 ZT8
unknown_1880 ZT0 ZT8
AT2G21330 ZT8 ZT0
AT2G21380 ZT0 ZT8
AT2G21385 ZT8 ZT16
AT2G21440 ZT0 ZT8
AT2G06255 ZT8 ZT20
AT2G21370 ZT0 ZT12
unknown_1886 ZT0 ZT12
AT2G46450 ZT8 ZT0
AT2G46340 ZT16 ZT4
AT2G46375 ZT4 ZT16
AT2G46390 ZT4 ZT16
AT2G46370 ZT0 ZT12
AT2G24580 ZT8 ZT0
AT2G24520 ZT8 ZT16
AT2G24540 ZT16 ZT0
AT2G24550 ZT12 ZT0
AT2G24600 ZT8 ZT16
AT2G40430 ZT0 ZT4
AT2G40270 ZT16 ZT12
AT2G40400 ZT16 ZT4
AT2G04305 ZT8 ZT0
AT2G04400 ZT0 ZT12
AT2G04570 ZT12 ZT4
AT2G04520 ZT20 ZT8
AT2G04350 ZT16 ZT4
unknown_1898 ZT20 ZT8
AT2G40360 ZT0 ZT8
AT2G40420 ZT12 ZT0
AT2G40435 ZT0 ZT4
AT2G40260 ZT12 ZT4
AT2G40316 ZT4 ZT16
AT2G40290 ZT0 ZT8
AT2G40330 ZT12 ZT0
AT2G36900 ZT4 ZT0
AT2G36870 ZT16 ZT4
AT2G36835 ZT8 ZT12
AT2G37020 ZT0 ZT12
AT2G36930 ZT12 ZT0
AT2G37040 ZT8 ZT0
AT2G36970 ZT8 ZT20
AT2G04450 ZT4 ZT16
AT2G04360 ZT0 ZT12
AT2G04550 ZT16 ZT0
AT2G04540 ZT4 ZT20
AT2G04530 ZT0 ZT12
AT2G36910 ZT0 ZT4
AT2G36950 ZT8 ZT0
AT2G36840 ZT4 ZT20
AT2G21860 ZT0 ZT4
AT2G21870 ZT0 ZT12
AT2G21970 ZT8 ZT20
AT2G21880 ZT12 ZT0
AT2G21960 ZT16 ZT0
AT2G21790 ZT0 ZT8
AT2G21940 ZT20 ZT12
AT2G21710 ZT0 ZT8
AT2G36230 ZT0 ZT12
AT2G36250 ZT0 ZT12
AT2G36390 ZT0 ZT12
AT2G36430 ZT4 ZT20
AT2G36470 ZT0 ZT8
AT2G36410 ZT4 ZT8
AT2G36460 ZT0 ZT12
unknown_1906 ZT0 ZT12
AT2G36485 ZT20 ZT12
unknown_1907 ZT12 ZT0
AT2G36330 ZT0 ZT12
AT2G36310 ZT12 ZT8
AT2G35920 ZT8 ZT0
AT2G35890 ZT20 ZT8
AT2G36000 ZT8 ZT0
AT2G35820 ZT4 ZT0
AT2G36050 ZT12 ZT0
AT2G35880 ZT4 ZT16
AT2G36240 ZT0 ZT16
AT2G36080 ZT12 ZT20
AT2G42710 ZT20 ZT12
AT2G42680 ZT0 ZT16
AT2G42840 ZT12 ZT4
AT2G42870 ZT12 ZT0
AT2G42780 ZT4 ZT0
AT2G42750 ZT12 ZT0
AT2G42790 ZT4 ZT8
AT2G42880 ZT0 ZT4
AT2G42810 ZT8 ZT0
unknown_1920 ZT0 ZT4
AT2G22530 ZT12 ZT0
AT2G22510 ZT4 ZT16
AT2G22370 ZT20 ZT8
AT2G22500 ZT0 ZT12
AT2G22420 ZT8 ZT20
AT2G22425 ZT4 ZT16
AT2G22470 ZT12 ZT0
AT2G22430 ZT0 ZT8
AT2G21140 ZT12 ZT4
AT2G21120 ZT4 ZT0
AT2G21080 ZT12 ZT0
AT2G21210 ZT8 ZT0
AT2G21220 ZT12 ZT0
AT2G21130 ZT4 ZT12
AT2G21185 ZT8 ZT0
AT2G03670 ZT20 ZT8
AT2G03680 ZT0 ZT12
AT2G03800 ZT0 ZT12
AT2G03750 ZT8 ZT0
AT2G03730 ZT12 ZT0
AT2G03710 ZT8 ZT0
AT2G22490 ZT8 ZT0
AT2G22480 ZT0 ZT12
AT2G22450 ZT4 ZT12
AT2G22410 ZT0 ZT8
AT2G22400 ZT0 ZT8
AT2G22340 ZT20 ZT8
AT2G22330 ZT8 ZT0
AT2G22540 ZT0 ZT4
AT2G28550 ZT0 ZT4
AT2G27970 ZT0 ZT8
AT2G28000 ZT0 ZT12
AT2G27920 ZT0 ZT12
AT2G28470 ZT0 ZT4
AT2G31230 ZT16 ZT4
AT2G31240 ZT0 ZT8
AT1G79110 ZT4 ZT12
AT1G79200 ZT0 ZT8
AT1G78995 ZT4 ZT12
unknown_1933 ZT4 ZT12
AT1G79050 ZT0 ZT16
AT1G78970 ZT8 ZT16
AT1G79270 ZT8 ZT4
unknown_1935 ZT20 ZT16
unknown_1936 ZT0 ZT12
AT2G31270 ZT20 ZT4
AT1G79150 ZT0 ZT4
AT1G02280 ZT12 ZT0
AT1G02270 ZT0 ZT8
AT1G79190 ZT20 ZT12
AT1G79160 ZT16 ZT0
AT1G79080 ZT0 ZT8
AT1G02205 ZT0 ZT4
AT1G65390 ZT12 ZT0
AT1G65430 ZT0 ZT12
AT1G65280 ZT12 ZT0
AT1G65310 ZT12 ZT0
AT1G65420 ZT4 ZT12
AT1G65295 ZT12 ZT0
AT1G02020 ZT8 ZT20
AT1G02260 ZT4 ZT20
AT1G02100 ZT8 ZT0
AT1G02120 ZT8 ZT16
AT1G02050 ZT4 ZT0
AT1G02110 ZT8 ZT0
AT1G02170 ZT4 ZT16
AT1G54780 ZT16 ZT4
AT1G54570 ZT0 ZT12
AT1G54690 ZT0 ZT8
AT1G54830 ZT0 ZT8
AT1G54730 ZT12 ZT0
AT1G22690 ZT12 ZT0
AT1G22650 ZT16 ZT4
AT1G22750 ZT16 ZT4
AT1G22640 ZT16 ZT0
AT1G22770 ZT16 ZT8
AT1G60190 ZT16 ZT4
AT1G60430 ZT8 ZT0
AT1G60170 ZT4 ZT0
AT1G67510 ZT0 ZT8
AT1G67490 ZT0 ZT12
AT1G67480 ZT8 ZT16
AT1G67470 ZT4 ZT16
AT1G54680 ZT12 ZT20
AT1G54740 ZT8 ZT0
AT1G54770 ZT20 ZT8
AT1G54820 ZT0 ZT4
AT1G60440 ZT4 ZT16
AT1G60140 ZT12 ZT0
AT1G78680 ZT0 ZT12
AT1G09190 ZT4 ZT12
AT1G09180 ZT16 ZT4
AT1G09230 ZT12 ZT4
AT1G09210 ZT0 ZT12
AT1G09240 ZT12 ZT4
AT1G09200 ZT0 ZT12
AT1G09250 ZT12 ZT0
AT1G09280 ZT12 ZT0
AT1G09160 ZT12 ZT4
AT1G60260 ZT4 ZT20
unknown_1943 ZT12 ZT0
AT1G61820 ZT12 ZT0
AT1G62040 ZT4 ZT0
AT1G61870 ZT20 ZT4
AT1G78800 ZT0 ZT4
AT1G78690 ZT4 ZT20
unknown_1946 ZT12 ZT0
AT1G78670 ZT0 ZT12
AT1G78895 ZT4 ZT0
AT1G61900 ZT8 ZT0
AT1G70410 ZT8 ZT0
